Harneet,88.595433212
Harneet,69.427111542
Harneet,66.044433829
Harneet,80.585340913
Harneet,90.448072526
Harneet,71.58101335
Harneet,95.337420456
Harneet,94.868684154
Harneet,89.31091354
Harneet,78.003078196
Harneet,84.624460742
Harneet,77.777498642
John,88.443126479
Bob,74.610065312
Harneet,56.781810888
George,63.951492056
H,66.359001382
 Harneet,55.659653533
HARNEET,66.75097331
Radu,58.270066823
